28;645;578;869;Taj Mahal, Agra, India 282001;333 River Road, Seattle, WA 98101;4527;5
29;610;698;450;864 Palm Drive, San Jose, CA 95101;654 Maple Drive, Phoenix, AZ 85001;1090;2
30;537;986;792;987 Cedar Lane, Philadelphia, PA 19101;Sydney Opera House, Sydney, Australia 2000;3034;2
31;991;532;218;654 Maple Drive, Phoenix, AZ 85001;444 Lake View, Denver, CO 80201;1850;5
32;887;61;235;444 Lake View, Denver, CO 80201;123 Main Street, New York, NY 10001;4751;4
33;499;192;790;333 River Road, Seattle, WA 98101;222 Park Avenue, Boston, MA 02101;1233;5
34;101;924;798;Shibuya Crossing 2, Tokyo, Japan 150-0043;555 Mountain Street, Washington, DC 20001;4452;4
35;98;716;43;CN Tower 301, Toronto, Canada M5V 2T6;Shibuya Crossing 2, Tokyo, Japan 150-0043;3670;3
36;900;391;228;444 Lake View, Denver, CO 80201;753 Willow Avenue, San Diego, CA 92101;4494;5
37;742;376;10;159 Birch Street, San Antonio, TX 78201;159 Birch Street, San Antonio, TX 78201;1478;4
38;58;134;740;666 Ocean Avenue, Miami, FL 33101;Piazza San Marco 1, Venice, Italy 30124;1292;4
39;748;812;198;Piazza San Marco 1, Venice, Italy 30124;Shibuya Crossing 2, Tokyo, Japan 150-0043;4658;3
40;966;926;746;987 Cedar Lane, Philadelphia, PA 19101;Sagrada Família 401, Barcelona, Spain 08013;3217;5
41;55;920;44;555 Mountain Street, Washington, DC 20001;Piazza San Marco 1, Venice, Italy 30124;3806;3
42;23;447;485;Red Square 1, Moscow, Russia 109012;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4084;2
43;836;948;908;222 Park Avenue, Boston, MA 02101;222 Park Avenue, Boston, MA 02101;3466;2
44;99;136;546;Burj Khalifa 1, Dubai, UAE;987 Cedar Lane, Philadelphia, PA 19101;2045;5
45;185;12;682;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;159 Birch Street, San Antonio, TX 78201;3937;5
46;153;542;459;Red Square 1, Moscow, Russia 109012;Champs-Élysées 75, Paris, France 75008;4575;3
47;157;574;399;789 Pine Road, Chicago, IL 60601;Sagrada Família 401, Barcelona, Spain 08013;2959;2
48;437;330;997;321 Elm Boulevard, Houston, TX 77001;333 River Road, Seattle, WA 98101;4198;4
49;877;678;476;789 Pine Road, Chicago, IL 60601;222 Park Avenue, Boston, MA 02101;4835;5
50;798;481;347;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Forbidden City 4, Beijing, China 100006;3974;2
51;737;711;839;123 Main Street, New York, NY 10001;Table Mountain Rd, Cape Town, South Africa 8001;1532;3
52;524;534;304;Brandenburger Tor 1, Berlin, Germany 10117;753 Willow Avenue, San Diego, CA 92101;3846;5
53;850;688;695;789 Pine Road, Chicago, IL 60601;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4864;2
54;496;885;713;123 Main Street, New York, NY 10001;Sydney Opera House, Sydney, Australia 2000;1762;4
55;494;409;18;333 River Road, Seattle, WA 98101;666 Ocean Avenue, Miami, FL 33101;2397;4
56;928;69;553;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Shibuya Crossing 2, Tokyo, Japan 150-0043;2910;4
57;23;395;833;Sydney Opera House, Sydney, Australia 2000;Table Mountain Rd, Cape Town, South Africa 8001;1196;2
58;181;98;502;654 Maple Drive, Phoenix, AZ 85001;654 Maple Drive, Phoenix, AZ 85001;3049;2
59;745;320;689;Sagrada Família 401, Barcelona, Spain 08013;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3256;4
60;256;134;862;444 Lake View, Denver, CO 80201;222 Park Avenue, Boston, MA 02101;4330;2
61;356;775;510;123 Main Street, New York, NY 10001;654 Maple Drive, Phoenix, AZ 85001;3185;4
62;382;854;841;Gyeongbokgung Palace 161, Seoul, South Korea 03045;159 Birch Street, San Antonio, TX 78201;1748;5
63;556;362;326;987 Cedar Lane, Philadelphia, PA 19101;Shibuya Crossing 2, Tokyo, Japan 150-0043;4266;4
64;795;223;549;333 River Road, Seattle, WA 98101;159 Birch Street, San Antonio, TX 78201;1240;5
65;135;687;297;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Sydney Opera House, Sydney, Australia 2000;4097;3
66;276;28;733;Forbidden City 4, Beijing, China 100006;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1368;4
67;362;386;784;222 Park Avenue, Boston, MA 02101;753 Willow Avenue, San Diego, CA 92101;1272;5
68;119;664;526;321 Elm Boulevard, Houston, TX 77001;654 Maple Drive, Phoenix, AZ 85001;1196;5
69;507;877;467;246 Spruce Road, Dallas, TX 75201;Taj Mahal, Agra, India 282001;1016;4
70;45;691;361;321 Elm Boulevard, Houston, TX 77001;246 Spruce Road, Dallas, TX 75201;2893;5
71;60;870;201;Burj Khalifa 1, Dubai, UAE;Sagrada Família 401, Barcelona, Spain 08013;2921;2
72;199;307;852;Piazza San Marco 1, Venice, Italy 30124;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;3711;2
73;819;756;195;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Burj Khalifa 1, Dubai, UAE;1684;5
74;234;28;511;Taj Mahal, Agra, India 282001;555 Mountain Street, Washington, DC 20001;2719;2
75;142;854;587;333 River Road, Seattle, WA 98101;Sydney Opera House, Sydney, Australia 2000;4163;4
76;217;206;5;Red Square 1, Moscow, Russia 109012;CN Tower 301, Toronto, Canada M5V 2T6;1495;2
77;730;104;522;Piazza San Marco 1, Venice, Italy 30124;654 Maple Drive, Phoenix, AZ 85001;2386;4
78;42;725;23;Forbidden City 4, Beijing, China 100006;Champs-Élysées 75, Paris, France 75008;4307;3
79;90;239;982;456 Oak Avenue, Los Angeles, CA 90001;Taj Mahal, Agra, India 282001;1783;5
80;30;873;588;123 Main Street, New York, NY 10001;444 Lake View, Denver, CO 80201;4344;3
81;928;444;652;Forbidden City 4, Beijing, China 100006;Sagrada Família 401, Barcelona, Spain 08013;3380;5
82;905;783;706;Marina Bay Sands 10, Singapore 018956;159 Birch Street, San Antonio, TX 78201;2940;5
83;842;802;81;987 Cedar Lane, Philadelphia, PA 19101;555 Mountain Street, Washington, DC 20001;1983;5
84;840;99;90;753 Willow Avenue, San Diego, CA 92101;789 Pine Road, Chicago, IL 60601;2277;3
85;206;53;856;864 Palm Drive, San Jose, CA 95101;666 Ocean Avenue, Miami, FL 33101;4277;2
86;258;853;539;Shibuya Crossing 2, Tokyo, Japan 150-0043;Sydney Opera House, Sydney, Australia 2000;1148;3
87;86;874;441;654 Maple Drive, Phoenix, AZ 85001;Shibuya Crossing 2, Tokyo, Japan 150-0043;2788;3
88;676;348;333;Champs-Élysées 75, Paris, France 75008;CN Tower 301, Toronto, Canada M5V 2T6;1270;4
89;655;569;717;666 Ocean Avenue, Miami, FL 33101;987 Cedar Lane, Philadelphia, PA 19101;1883;4
90;915;281;655;Champs-Élysées 75, Paris, France 75008;Sagrada Família 401, Barcelona, Spain 08013;1548;2
91;166;344;187;Taj Mahal, Agra, India 282001;987 Cedar Lane, Philadelphia, PA 19101;4284;4
92;154;642;600;864 Palm Drive, San Jose, CA 95101;666 Ocean Avenue, Miami, FL 33101;4363;5
93;470;900;950;864 Palm Drive, San Jose, CA 95101;123 Main Street, New York, NY 10001;2722;2
94;288;477;424;789 Pine Road, Chicago, IL 60601;987 Cedar Lane, Philadelphia, PA 19101;2028;3
95;835;742;576;864 Palm Drive, San Jose, CA 95101;246 Spruce Road, Dallas, TX 75201;4293;2
96;270;256;192;321 Elm Boulevard, Houston, TX 77001;Sagrada Família 401, Barcelona, Spain 08013;1978;3
97;900;279;490;333 River Road, Seattle, WA 98101;864 Palm Drive, San Jose, CA 95101;3011;4
98;881;638;1000;987 Cedar Lane, Philadelphia, PA 19101;Sydney Opera House, Sydney, Australia 2000;3499;4
99;107;669;368;222 Park Avenue, Boston, MA 02101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3985;5
100;241;291;906;753 Willow Avenue, San Diego, CA 92101;864 Palm Drive, San Jose, CA 95101;4387;3
101;652;324;793;Brandenburger Tor 1, Berlin, Germany 10117;123 Main Street, New York, NY 10001;1808;3
102;241;21;397;654 Maple Drive, Phoenix, AZ 85001;864 Palm Drive, San Jose, CA 95101;2820;2
103;194;676;523;222 Park Avenue, Boston, MA 02101;Red Square 1, Moscow, Russia 109012;4273;5
104;105;460;464;654 Maple Drive, Phoenix, AZ 85001;456 Oak Avenue, Los Angeles, CA 90001;2616;3
105;717;441;500;456 Oak Avenue, Los Angeles, CA 90001;444 Lake View, Denver, CO 80201;2284;5
106;161;962;71;555 Mountain Street, Washington, DC 20001;Marina Bay Sands 10, Singapore 018956;4320;2
107;594;117;781;654 Maple Drive, Phoenix, AZ 85001;222 Park Avenue, Boston, MA 02101;3489;5
108;269;487;969;123 Main Street, New York, NY 10001;321 Elm Boulevard, Houston, TX 77001;1641;4
109;985;243;962;Table Mountain Rd, Cape Town, South Africa 8001;Red Square 1, Moscow, Russia 109012;3338;4
110;626;732;471;Table Mountain Rd, Cape Town, South Africa 8001;555 Mountain Street, Washington, DC 20001;4764;2
111;670;327;666;654 Maple Drive, Phoenix, AZ 85001;Taj Mahal, Agra, India 282001;1582;2
112;663;662;411;Red Square 1, Moscow, Russia 109012;Piazza San Marco 1, Venice, Italy 30124;4686;3
113;396;609;697;Burj Khalifa 1, Dubai, UAE;Burj Khalifa 1, Dubai, UAE;1255;5
114;551;328;1;864 Palm Drive, San Jose, CA 95101;Forbidden City 4, Beijing, China 100006;3249;4
115;953;951;430;Gyeongbokgung Palace 161, Seoul, South Korea 03045;159 Birch Street, San Antonio, TX 78201;4230;2
116;945;974;375;246 Spruce Road, Dallas, TX 75201;Sagrada Família 401, Barcelona, Spain 08013;1461;4
117;725;830;131;555 Mountain Street, Washington, DC 20001;444 Lake View, Denver, CO 80201;2358;4
118;423;893;332;864 Palm Drive, San Jose, CA 95101;123 Main Street, New York, NY 10001;3781;5
119;761;365;520;654 Maple Drive, Phoenix, AZ 85001;987 Cedar Lane, Philadelphia, PA 19101;2826;3
120;244;604;871;Burj Khalifa 1, Dubai, UAE;444 Lake View, Denver, CO 80201;2320;4
121;744;14;469;CN Tower 301, Toronto, Canada M5V 2T6;Sagrada Família 401, Barcelona, Spain 08013;2573;3
122;767;225;730;Piazza San Marco 1, Venice, Italy 30124;456 Oak Avenue, Los Angeles, CA 90001;2393;5
123;619;516;217;Red Square 1, Moscow, Russia 109012;159 Birch Street, San Antonio, TX 78201;1691;5
124;763;995;884;Burj Khalifa 1, Dubai, UAE;Brandenburger Tor 1, Berlin, Germany 10117;4081;5
125;848;259;680;246 Spruce Road, Dallas, TX 75201;Piazza San Marco 1, Venice, Italy 30124;3128;3
126;359;294;300;246 Spruce Road, Dallas, TX 75201;159 Birch Street, San Antonio, TX 78201;3567;5
127;308;673;350;Gyeongbokgung Palace 161, Seoul, South Korea 03045;CN Tower 301, Toronto, Canada M5V 2T6;4609;3
128;346;596;939;Burj Khalifa 1, Dubai, UAE;Marina Bay Sands 10, Singapore 018956;2976;2
129;382;124;130;789 Pine Road, Chicago, IL 60601;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1325;5
130;117;660;51;Brandenburger Tor 1, Berlin, Germany 10117;Sagrada Família 401, Barcelona, Spain 08013;3729;5
131;453;556;354;Sydney Opera House, Sydney, Australia 2000;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2590;2
132;917;461;337;Sagrada Família 401, Barcelona, Spain 08013;333 River Road, Seattle, WA 98101;4840;2
133;407;902;557;Marina Bay Sands 10, Singapore 018956;333 River Road, Seattle, WA 98101;3757;5
134;207;405;78;864 Palm Drive, San Jose, CA 95101;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;1368;2
135;771;216;548;321 Elm Boulevard, Houston, TX 77001;987 Cedar Lane, Philadelphia, PA 19101;2451;4
136;492;379;568;Sagrada Família 401, Barcelona, Spain 08013;Taj Mahal, Agra, India 282001;1929;2
137;502;294;442;456 Oak Avenue, Los Angeles, CA 90001;Forbidden City 4, Beijing, China 100006;4302;4
138;34;412;606;246 Spruce Road, Dallas, TX 75201;Champs-Élysées 75, Paris, France 75008;4990;4
139;667;529;743;333 River Road, Seattle, WA 98101;123 Main Street, New York, NY 10001;1674;2
140;746;72;382;333 River Road, Seattle, WA 98101;159 Birch Street, San Antonio, TX 78201;4385;5
141;586;595;136;Sagrada Família 401, Barcelona, Spain 08013;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4500;2
142;629;805;316;987 Cedar Lane, Philadelphia, PA 19101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3919;3
143;14;61;67;Brandenburger Tor 1, Berlin, Germany 10117;CN Tower 301, Toronto, Canada M5V 2T6;1928;5
144;827;293;334;666 Ocean Avenue, Miami, FL 33101;222 Park Avenue, Boston, MA 02101;3437;5
145;199;305;615;Red Square 1, Moscow, Russia 109012;Red Square 1, Moscow, Russia 109012;1825;3
146;582;193;960;456 Oak Avenue, Los Angeles, CA 90001;Taj Mahal, Agra, India 282001;4638;5
147;505;270;874;333 River Road, Seattle, WA 98101;Burj Khalifa 1, Dubai, UAE;2969;3
148;351;749;388;Table Mountain Rd, Cape Town, South Africa 8001;Shibuya Crossing 2, Tokyo, Japan 150-0043;1458;4
149;951;290;990;987 Cedar Lane, Philadelphia, PA 19101;333 River Road, Seattle, WA 98101;4843;2
150;477;916;193;555 Mountain Street, Washington, DC 20001;Burj Khalifa 1, Dubai, UAE;2300;2
151;383;115;448;666 Ocean Avenue, Miami, FL 33101;789 Pine Road, Chicago, IL 60601;3074;4
152;497;779;123;Piazza San Marco 1, Venice, Italy 30124;666 Ocean Avenue, Miami, FL 33101;1405;2
153;360;679;744;444 Lake View, Denver, CO 80201;Brandenburger Tor 1, Berlin, Germany 10117;4929;2
154;909;582;290;Piazza San Marco 1, Venice, Italy 30124;CN Tower 301, Toronto, Canada M5V 2T6;1721;4
155;1000;938;643;Champs-Élysées 75, Paris, France 75008;753 Willow Avenue, San Diego, CA 92101;2026;3
156;727;384;945;222 Park Avenue, Boston, MA 02101;Sagrada Família 401, Barcelona, Spain 08013;2995;5
157;725;112;714;555 Mountain Street, Washington, DC 20001;Sagrada Família 401, Barcelona, Spain 08013;3212;4
158;913;751;283;Forbidden City 4, Beijing, China 100006;Champs-Élysées 75, Paris, France 75008;3599;2
159;135;823;103;Sagrada Família 401, Barcelona, Spain 08013;321 Elm Boulevard, Houston, TX 77001;1806;2
160;700;720;174;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;321 Elm Boulevard, Houston, TX 77001;2297;3
161;333;489;152;Brandenburger Tor 1, Berlin, Germany 10117;Champs-Élysées 75, Paris, France 75008;4976;5
162;982;770;821;753 Willow Avenue, San Diego, CA 92101;444 Lake View, Denver, CO 80201;3317;5
163;797;535;378;444 Lake View, Denver, CO 80201;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2736;4
164;424;92;446;321 Elm Boulevard, Houston, TX 77001;Shibuya Crossing 2, Tokyo, Japan 150-0043;2853;3
165;249;87;16;456 Oak Avenue, Los Angeles, CA 90001;654 Maple Drive, Phoenix, AZ 85001;4145;5
166;650;178;251;333 River Road, Seattle, WA 98101;159 Birch Street, San Antonio, TX 78201;3589;3
167;843;737;572;555 Mountain Street, Washington, DC 20001;Sagrada Família 401, Barcelona, Spain 08013;1176;4
168;481;359;760;Piazza San Marco 1, Venice, Italy 30124;Shibuya Crossing 2, Tokyo, Japan 150-0043;1510;2
169;354;844;353;CN Tower 301, Toronto, Canada M5V 2T6;654 Maple Drive, Phoenix, AZ 85001;1036;4
170;865;869;52;555 Mountain Street, Washington, DC 20001;159 Birch Street, San Antonio, TX 78201;1903;2
171;759;626;150;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Champs-Élysées 75, Paris, France 75008;1008;4
172;784;860;651;Sydney Opera House, Sydney, Australia 2000;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1052;3
173;373;116;230;Marina Bay Sands 10, Singapore 018956;Marina Bay Sands 10, Singapore 018956;2331;5
174;986;198;842;Champs-Élysées 75, Paris, France 75008;123 Main Street, New York, NY 10001;2508;5
175;74;242;555;444 Lake View, Denver, CO 80201;CN Tower 301, Toronto, Canada M5V 2T6;2393;5
176;562;934;920;333 River Road, Seattle, WA 98101;Table Mountain Rd, Cape Town, South Africa 8001;3286;3
177;394;427;160;Brandenburger Tor 1, Berlin, Germany 10117;753 Willow Avenue, San Diego, CA 92101;4636;5
178;704;450;439;123 Main Street, New York, NY 10001;789 Pine Road, Chicago, IL 60601;1708;4
179;643;268;140;222 Park Avenue, Boston, MA 02101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4963;4
180;505;490;427;Table Mountain Rd, Cape Town, South Africa 8001;Red Square 1, Moscow, Russia 109012;1528;2
181;951;163;931;Forbidden City 4, Beijing, China 100006;Taj Mahal, Agra, India 282001;2626;3
182;857;89;404;Marina Bay Sands 10, Singapore 018956;Red Square 1, Moscow, Russia 109012;1871;3
183;491;928;802;123 Main Street, New York, NY 10001;CN Tower 301, Toronto, Canada M5V 2T6;2713;2
184;906;696;629;456 Oak Avenue, Los Angeles, CA 90001;456 Oak Avenue, Los Angeles, CA 90001;1730;5
185;58;555;369;753 Willow Avenue, San Diego, CA 92101;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4473;2
186;749;742;202;Brandenburger Tor 1, Berlin, Germany 10117;654 Maple Drive, Phoenix, AZ 85001;1631;2
187;348;417;618;Taj Mahal, Agra, India 282001;159 Birch Street, San Antonio, TX 78201;4995;3
188;876;793;508;789 Pine Road, Chicago, IL 60601;654 Maple Drive, Phoenix, AZ 85001;1466;3
189;150;282;517;666 Ocean Avenue, Miami, FL 33101;753 Willow Avenue, San Diego, CA 92101;3380;5
190;321;856;631;753 Willow Avenue, San Diego, CA 92101;Marina Bay Sands 10, Singapore 018956;3557;3
191;509;858;952;Burj Khalifa 1, Dubai, UAE;Sydney Opera House, Sydney, Australia 2000;1096;5
192;885;754;687;864 Palm Drive, San Jose, CA 95101;CN Tower 301, Toronto, Canada M5V 2T6;3414;4
193;912;949;385;Burj Khalifa 1, Dubai, UAE;Champs-Élysées 75, Paris, France 75008;4576;5
194;151;83;521;333 River Road, Seattle, WA 98101;555 Mountain Street, Washington, DC 20001;4632;5
195;112;191;788;Sydney Opera House, Sydney, Australia 2000;Taj Mahal, Agra, India 282001;2738;3
196;707;906;234;Marina Bay Sands 10, Singapore 018956;321 Elm Boulevard, Houston, TX 77001;2729;3
197;547;699;822;444 Lake View, Denver, CO 80201;789 Pine Road, Chicago, IL 60601;1246;5
198;404;328;562;753 Willow Avenue, San Diego, CA 92101;753 Willow Avenue, San Diego, CA 92101;4735;5
199;14;165;412;555 Mountain Street, Washington, DC 20001;Red Square 1, Moscow, Russia 109012;4403;5
200;531;541;461;Red Square 1, Moscow, Russia 109012;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1301;4
201;577;500;338;333 River Road, Seattle, WA 98101;Taj Mahal, Agra, India 282001;4764;2
202;256;787;670;Forbidden City 4, Beijing, China 100006;Table Mountain Rd, Cape Town, South Africa 8001;3893;4
203;18;142;677;222 Park Avenue, Boston, MA 02101;864 Palm Drive, San Jose, CA 95101;3561;5
204;694;583;959;Taj Mahal, Agra, India 282001;654 Maple Drive, Phoenix, AZ 85001;4665;4
205;948;345;289;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;444 Lake View, Denver, CO 80201;4458;2
206;946;584;422;Table Mountain Rd, Cape Town, South Africa 8001;Champs-Élysées 75, Paris, France 75008;3303;3
207;669;439;698;789 Pine Road, Chicago, IL 60601;789 Pine Road, Chicago, IL 60601;1709;2
208;268;771;142;Shibuya Crossing 2, Tokyo, Japan 150-0043;Piazza San Marco 1, Venice, Italy 30124;1680;2
209;237;813;594;321 Elm Boulevard, Houston, TX 77001;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1880;3
210;436;178;591;753 Willow Avenue, San Diego, CA 92101;246 Spruce Road, Dallas, TX 75201;4654;3
211;183;648;691;Shibuya Crossing 2, Tokyo, Japan 150-0043;Sydney Opera House, Sydney, Australia 2000;2352;5
212;685;172;178;Piazza San Marco 1, Venice, Italy 30124;Sydney Opera House, Sydney, Australia 2000;1763;3
213;508;194;604;Red Square 1, Moscow, Russia 109012;Burj Khalifa 1, Dubai, UAE;1482;3
214;425;37;814;Forbidden City 4, Beijing, China 100006;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4468;5
215;284;829;970;Shibuya Crossing 2, Tokyo, Japan 150-0043;456 Oak Avenue, Los Angeles, CA 90001;3712;3
216;936;177;55;Red Square 1, Moscow, Russia 109012;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4457;5
217;445;523;298;456 Oak Avenue, Los Angeles, CA 90001;456 Oak Avenue, Los Angeles, CA 90001;2141;4
218;993;208;26;864 Palm Drive, San Jose, CA 95101;Marina Bay Sands 10, Singapore 018956;4910;2
219;50;17;9;Red Square 1, Moscow, Russia 109012;246 Spruce Road, Dallas, TX 75201;3353;4
220;238;331;919;246 Spruce Road, Dallas, TX 75201;123 Main Street, New York, NY 10001;2196;5
221;653;56;371;Piazza San Marco 1, Venice, Italy 30124;789 Pine Road, Chicago, IL 60601;1146;3
222;902;85;701;555 Mountain Street, Washington, DC 20001;Piazza San Marco 1, Venice, Italy 30124;2025;3
223;22;905;726;Champs-Élysées 75, Paris, France 75008;222 Park Avenue, Boston, MA 02101;2565;5
224;187;4;649;123 Main Street, New York, NY 10001;Burj Khalifa 1, Dubai, UAE;4794;2
225;789;684;973;Shibuya Crossing 2, Tokyo, Japan 150-0043;Taj Mahal, Agra, India 282001;1968;3
226;492;170;74;444 Lake View, Denver, CO 80201;Sagrada Família 401, Barcelona, Spain 08013;3717;2
227;693;212;58;Red Square 1, Moscow, Russia 109012;Champs-Élysées 75, Paris, France 75008;1953;3
228;11;901;277;Marina Bay Sands 10, Singapore 018956;789 Pine Road, Chicago, IL 60601;3355;5
229;853;733;923;Brandenburger Tor 1, Berlin, Germany 10117;Brandenburger Tor 1, Berlin, Germany 10117;4006;2
230;858;980;70;Marina Bay Sands 10, Singapore 018956;987 Cedar Lane, Philadelphia, PA 19101;1478;3
231;18;160;216;246 Spruce Road, Dallas, TX 75201;Table Mountain Rd, Cape Town, South Africa 8001;4672;3
232;338;244;91;555 Mountain Street, Washington, DC 20001;333 River Road, Seattle, WA 98101;1224;2
233;397;139;627;Forbidden City 4, Beijing, China 100006;753 Willow Avenue, San Diego, CA 92101;1843;5
234;526;266;763;333 River Road, Seattle, WA 98101;159 Birch Street, San Antonio, TX 78201;3065;5
235;295;301;972;444 Lake View, Denver, CO 80201;456 Oak Avenue, Los Angeles, CA 90001;3307;2
236;769;666;851;Champs-Élysées 75, Paris, France 75008;Forbidden City 4, Beijing, China 100006;1858;5
237;550;236;124;666 Ocean Avenue, Miami, FL 33101;Shibuya Crossing 2, Tokyo, Japan 150-0043;3440;4
238;132;111;241;159 Birch Street, San Antonio, TX 78201;246 Spruce Road, Dallas, TX 75201;4956;2
239;298;974;75;159 Birch Street, San Antonio, TX 78201;333 River Road, Seattle, WA 98101;1574;4
240;184;163;63;987 Cedar Lane, Philadelphia, PA 19101;864 Palm Drive, San Jose, CA 95101;4849;2
241;599;263;256;555 Mountain Street, Washington, DC 20001;Forbidden City 4, Beijing, China 100006;2431;2
242;947;141;764;987 Cedar Lane, Philadelphia, PA 19101;Marina Bay Sands 10, Singapore 018956;2514;3
243;711;778;571;222 Park Avenue, Boston, MA 02101;987 Cedar Lane, Philadelphia, PA 19101;4709;4
244;795;791;984;222 Park Avenue, Boston, MA 02101;Sagrada Família 401, Barcelona, Spain 08013;2492;2
245;549;383;679;333 River Road, Seattle, WA 98101;Table Mountain Rd, Cape Town, South Africa 8001;4571;4
246;152;514;581;321 Elm Boulevard, Houston, TX 77001;Brandenburger Tor 1, Berlin, Germany 10117;4051;5
247;197;612;30;456 Oak Avenue, Los Angeles, CA 90001;Forbidden City 4, Beijing, China 100006;4119;2
248;847;710;35;444 Lake View, Denver, CO 80201;444 Lake View, Denver, CO 80201;1083;3
249;603;84;57;Brandenburger Tor 1, Berlin, Germany 10117;Burj Khalifa 1, Dubai, UAE;4179;3
250;709;482;93;Forbidden City 4, Beijing, China 100006;333 River Road, Seattle, WA 98101;4068;2
251;797;561;68;CN Tower 301, Toronto, Canada M5V 2T6;Sagrada Família 401, Barcelona, Spain 08013;2779;2
252;170;981;580;666 Ocean Avenue, Miami, FL 33101;Champs-Élysées 75, Paris, France 75008;2298;2
253;44;397;732;456 Oak Avenue, Los Angeles, CA 90001;789 Pine Road, Chicago, IL 60601;4425;4
