payment_id;invoice;status
72502;7903766;True
30314;9777003;True
49396;4794514;True
79447;4090196;True
62174;6014172;True
45364;6338314;True
68789;9389729;True
13543;4590581;True
87835;4258344;True
43974;4972329;True
15356;1798320;True
15303;5911088;True
90542;5592504;True
7660;8912362;True
49283;2006417;True
51082;3508179;True
70203;6697045;True
51899;3995149;True
93439;2870311;True
33103;3827471;True
71848;2784350;True
39113;8942595;True
27641;8013613;True
7547;2216065;True
11119;9097039;True
88321;4983192;True
49776;9691832;True
33025;5231165;True
92168;1933213;True
68797;6315083;True
35526;9236356;True
92279;8712724;True
76719;8575487;True
60277;8568138;True
44047;3575675;True
69461;9864423;True
79742;4703033;True
13053;3901111;True
4724;2978336;True
87300;4396557;True
1909;7082470;True
63759;8451943;True
51780;8510179;True
68637;6126580;True
31286;5416642;True
34526;4210256;True
73771;5296371;True
27698;6199886;True
25414;6695220;True
14845;1534147;True
39839;9834170;True
88843;1276209;True
93183;1034116;True
27535;2818943;True
81164;3805725;True
56706;1713633;True
15691;6552067;True
72532;6697407;True
36936;6253252;True
42059;5337563;True
47092;9277185;True
3995;2318981;True
70608;8181829;True
9450;6451810;True
34520;1728592;True
94454;8989095;True
51410;2833931;True
92241;2524483;True
